sp,sp_num,cell
hirttr,16,636
protpa,144,636
poular,8,636
tab1ro,52,636
drypst,35,636
caseac,162,636
brosal,5,636
taline,149,636
hybapr,146,636
faraoc,126,636
faraoc,126,636
soroaf,150,636
mourmy,158,636
faraoc,126,636
posola,37,636
hybapr,146,636
mourmy,158,636
faraoc,126,636
tet2pa,25,636
protte,4,636
unonpi,76,636
faraoc,126,636
faraoc,126,636
hirttr,16,637
protpa,144,637
des2pa,157,637
chr1ec,179,637
hirttr,16,637
protte,4,637
protpa,144,637
unonpi,76,637
protpa,144,637
annosp,137,637
hyeral,46,637
sponra,20,637
virosu,2,637
poutre,23,637
simaam,39,637
tet2pa,25,637
tri2tu,7,637
protte,4,637
alsebl,14,637
swars2,139,637
acaldi,193,637
guatdu,71,637
protte,4,637
acaldi,193,637
acaldi,193,637
alsebl,14,637
faraoc,126,637
tri2tu,7,637
virosu,2,637
protte,4,637
tri2tu,7,637
zantp1,84,637
calolo,45,637
guargu,10,637
cordla,132,637
ingama,174,637
alsebl,14,637
alsebl,14,637
loncla,88,637
gar2in,62,637
protte,4,637
simaam,39,637
virosu,2,637
tri2tu,7,637
tremmi,280,637
hybapr,146,637
eugega,166,637
protpa,144,637
poular,8,637
cappfr,160,637
faraoc,126,637
cappfr,160,637
olmeas,178,637
beilpe,9,637
hybapr,146,637
hybapr,146,637
swars2,139,637
hybapr,146,637
hybapr,146,637
tab2ar,26,637
des2pa,157,637
protpa,144,637
faraoc,126,637
protpa,144,637
tri2tu,7,637
tri2tu,7,637
protpa,144,637
tri2tu,7,637
des2pa,157,637
hybapr,146,637
hybapr,146,637
eugeco,85,637
swars1,21,637
des2pa,157,637
eugega,166,637
simaam,39,637
protte,4,637
guarsp,168,637
socrex,182,637
hybapr,146,637
tri2tu,7,637
tri2tu,7,637
tri2tu,7,637
tri2tu,7,637
drypst,35,637
hybapr,146,637
protte,4,637
swars2,139,637
faraoc,126,637
protte,4,637
swars2,139,637
eugega,166,637
des2pa,157,637
gar2in,62,637
hybapr,146,637
cordla,132,637
hybapr,146,637
hybapr,146,637
cappfr,160,637
faraoc,126,637
des2pa,157,637
hybapr,146,637
tri2tu,7,637
chr2ar,28,637
malmsp,152,637
hybapr,146,637
tri2tu,7,637
protte,4,637
protte,4,637
tri2tu,7,637
andiin,99,637
hybapr,146,637
mourmy,158,637
hirttr,16,637
hybapr,146,637
hybapr,146,637
eugene,18,637
ocotce,106,637
hybapr,146,637
hybapr,146,637
hybapr,146,637
hybapr,146,637
eugega,166,637
tri2tu,7,637
cappfr,160,637
virose,57,637
stylst,171,637
cappfr,160,637
swars2,139,637
quaras,3,637
hirttr,16,637
tri2tu,7,637
swars2,139,637
des2pa,157,637
tab2ar,26,637
swars2,139,637
beilpe,9,637
eugene,18,637
hirttr,16,637
herrpu,165,637
poular,8,637
eugeco,85,637
cappfr,160,637
pit1ru,219,637
maquco,161,637
swars2,139,637
des2pa,157,637
guatdu,71,637
protpa,144,637
protpa,144,637
swars1,21,637
quaras,3,637
tri2tu,7,637
hybapr,146,637
hybapr,146,637
faraoc,126,637
hybapr,146,637
swars2,139,637
protpa,144,637
hybapr,146,637
beilpe,9,637
picrla,159,637
hybapr,146,637
faraoc,126,637
protte,4,637
gar2in,62,637
soroaf,150,637
swars2,139,637
soroaf,150,637
maquco,161,637
faraoc,126,637
swars2,139,637
protte,4,637
beilpe,9,637
des2pa,157,637
tri2tu,7,637
brosal,5,637
ingape,186,637
chr1ec,179,637
hybapr,146,637
swars2,139,637
alsebl,14,637
mourmy,158,637
hybapr,146,637
drypst,35,637
hybapr,146,637
hybapr,146,637
laetth,184,637
ingago,133,637
eugega,166,637
hybapr,146,637
guargu,10,637
tri2tu,7,637
hybapr,146,637
hybapr,146,637
hybapr,146,637
hirttr,16,637
hirttr,16,637
acaldi,193,637
alibed,169,637
hybapr,146,637
protpa,144,637
caseac,162,637
ingago,133,637
soroaf,150,637
maquco,161,637
mourmy,158,637
hybapr,146,637
maquco,161,637
faraoc,126,637
tri2tu,7,637
tri2tu,7,637
tri2tu,7,637
hybapr,146,637
tri2tu,7,637
hybapr,146,637
hybapr,146,637
hirttr,16,637
hybapr,146,637
hybapr,146,637
cappfr,160,637
beilpe,9,637
des2pa,157,637
swars1,21,637
des2pa,157,637
drypst,35,637
hybapr,146,637
tri2tu,7,637
soroaf,150,637
chr1ec,179,637
tachve,115,637
hybapr,146,637
protpa,144,637
protte,4,637
protte,4,637
quaras,3,637
hybapr,146,637
des2pa,157,637
eugeoe,170,637
geniam,102,637
ormocr,109,637
oenoma,148,637
quaras,3,637
drypst,35,637
hybapr,146,637
hybapr,146,637
faraoc,126,637
hybapr,146,637
alibed,169,637
faraoc,126,637
des2pa,157,637
protpa,144,637
des2pa,157,637
eugeoe,170,637
maquco,161,637
gar2in,62,637
hybapr,146,637
herrpu,165,637
quaras,3,637
maquco,161,637
protte,4,637
poutre,23,637
tab2ar,26,637
oenoma,148,637
luehse,15,637
hameax,222,637
nectgl,108,637
tri2tu,7,637
hirttr,16,637
sponra,20,637
annosp,137,637
dio2ar,203,637
simaam,39,637
talipr,172,637
tri2tu,7,637
simaam,39,637
nectgl,108,637
soroaf,150,637
tri2tu,7,637
protco,175,637
annosp,137,637
alsebl,14,637
caseac,162,637
eugeoe,170,637
protte,4,637
annosp,137,637
alchco,50,637
micoar,120,637
simaam,39,637
micoar,120,637
annosp,137,637
hybapr,146,637
alchco,50,637
eugega,166,637
des2pa,157,637
tab2ar,26,637
paligu,278,637
socrex,182,637
mourmy,158,637
tet2pa,25,637
faraoc,126,637
eugeco,85,637
hybapr,146,637
protte,4,637
des2pa,157,637
quaras,3,637
alsebl,14,637
ingama,174,637
sponra,20,637
hybapr,146,637
tab2ar,26,637
tri2tu,7,637
tri2tu,7,637
tet2pa,25,637
hybapr,146,637
des2pa,157,637
socrex,182,637
sympgl,59,637
nectgl,108,637
des2pa,157,637
gar2in,62,637
hybapr,146,637
gar2in,62,637
protte,4,637
tri2tu,7,637
tri2tu,7,637
alchco,50,637
beilpe,9,637
allops,53,637
sponmo,49,637
acaldi,193,637
jac1co,27,637
annosp,137,637
allops,53,637
ormocr,109,637
protco,175,637
cecrob,117,637
mourmy,158,637
hybapr,146,637
hirttr,16,637
quaras,3,637
cappfr,160,637
hybapr,146,637
sympgl,59,637
alsebl,14,637
quaras,3,637
tri2tu,7,637
annosp,137,637
tri2tu,7,637
quaras,3,637
brosal,5,637
protpa,144,637
protpa,144,637
protte,4,637
tri2tu,7,637
protpa,144,637
cordbi,24,637
tab2ar,26,637
des2pa,157,637
annosp,137,637
annosp,137,637
annosp,137,637
tri2tu,7,637
annosp,137,637
tri2tu,7,637
hybapr,146,637
tri2tu,7,637
annosp,137,637
alchco,50,637
micoar,120,637
swars1,21,637
eugega,166,637
tab2ar,26,637
tri2tu,7,637
malmsp,152,637
tri2tu,7,637
des2pa,157,637
hybapr,146,637
faraoc,126,637
hirttr,16,637
malmsp,152,637
sponra,20,637
unonpi,76,637
alsebl,14,637
malmsp,152,637
hybapr,146,637
hirttr,16,637
eugeoe,170,637
socrex,182,637
nectgl,108,637
guargu,10,637
cecrin,101,637
micoar,120,637
annosp,137,637
hybapr,146,637
sponra,20,637
hybapr,146,638
des2pa,157,638
eugeoe,170,638
hybapr,146,638
guargu,10,638
hirttr,16,638
maquco,161,638
guargu,10,638
hybapr,146,638
ery2pa,199,638
herrpu,165,638
hirttr,16,638
tri2tu,7,638
ocotwh,74,638
protpa,144,638
chr1ec,179,638
hybapr,146,638
des2pa,157,638
ocotwh,74,638
poular,8,638
drypst,35,638
tri2tu,7,638
tri2tu,7,638
hybapr,146,638
acaldi,193,638
protte,4,638
hybapr,146,638
tri2tu,7,638
cappfr,160,638
guargu,10,638
hybapr,146,638
tet2pa,25,638
poular,8,638
hybapr,146,638
chr1ec,179,638
tet2pa,25,638
soroaf,150,638
ingasa,151,638
guatdu,71,638
hybapr,146,638
ingafa,67,638
hybapr,146,638
des2pa,157,638
ocotob,213,638
eugeco,85,638
protte,4,638
alibed,169,638
hybapr,146,638
unonpi,76,638
hybapr,146,638
poular,8,638
stylst,171,638
des2pa,157,638
tri2tu,7,638
malmsp,152,638
ouralu,156,638
paligu,278,638
hybapr,146,638
alsebl,14,638
drypst,35,638
hameax,222,638
alibed,169,638
acaldi,193,638
swars2,139,638
eugega,166,638
protte,4,638
unonpi,76,638
guatdu,71,638
tri2tu,7,638
simaam,39,638
swars1,21,638
des2pa,157,638
unonpi,76,638
protpa,144,638
hybapr,146,638
protte,4,638
malmsp,152,638
ouralu,156,638
schipa,245,638
tri2tu,7,638
alsebl,14,638
tet2pa,25,638
cordla,132,638
acaldi,193,638
acaldi,193,638
tachve,115,638
hirttr,16,638
protco,175,638
beilpe,9,638
geniam,102,638
alsebl,14,638
gar2in,62,638
chr1ec,179,638
ingago,133,638
guargu,10,638
unonpi,76,638
calolo,45,638
beilpe,9,638
tri2tu,7,638
des2pa,157,638
protte,4,638
tri2tu,7,638
faraoc,126,638
eugeoe,170,638
eugeoe,170,638
tri2tu,7,638
protte,4,638
cappfr,160,638
soroaf,150,638
faraoc,126,638
swars2,139,638
cappfr,160,638
guargu,10,638
hybapr,146,638
quaras,3,638
tri2tu,7,638
hirttr,16,638
protte,4,638
taline,149,638
protte,4,638
talipr,172,638
faraoc,126,638
quaras,3,638
guargu,10,638
faraoc,126,638
soroaf,150,638
protte,4,638
des2pa,157,638
hirttr,16,638
ingaqu,167,638
tripcu,51,638
protpa,144,638
ocotob,213,638
xyl1ma,83,638
faraoc,126,638
eugeoe,170,638
guatdu,71,638
ingaco,214,638
mourmy,158,638
hybapr,146,638
faraoc,126,638
maquco,161,638
stylst,171,638
des2pa,157,638
des2pa,157,638
gar2in,62,638
hybapr,146,638
faraoc,126,638
protpa,144,638
protpa,144,638
maquco,161,638
maquco,161,638
tet2pa,25,638
tri2tu,7,638
tri2tu,7,638
beilpe,9,638
beilpe,9,638
guargu,10,638
cordla,132,638
des2pa,157,638
tri2tu,7,638
protpa,144,638
cappfr,160,638
protpa,144,638
eugeco,85,638
cappfr,160,638
hybapr,146,638
poular,8,638
jac1co,27,638
cappfr,160,638
tri2tu,7,638
tri2tu,7,638
faraoc,126,638
loncla,88,638
des2pa,157,638
hybapr,146,638
sipapa,86,638
mourmy,158,638
coccma,177,638
hybapr,146,638
hybapr,146,638
protpa,144,638
hybapr,146,638
hybapr,146,638
theoca,61,638
alsebl,14,638
hybapr,146,638
hybapr,146,638
tri2tu,7,638
beilpe,9,638
hirttr,16,638
alsebl,14,638
guarsp,168,638
hybapr,146,638
hybapr,146,638
tri2tu,7,638
alsebl,14,638
cordla,132,638
cordla,132,638
faraoc,126,638
hybapr,146,638
tri2tu,7,638
alsebl,14,638
des2pa,157,638
guargu,10,638
unonpi,76,638
tri2tu,7,638
hirttr,16,638
tri2tu,7,638
protpa,144,638
poular,8,638
tachve,115,638
tab2ar,26,638
protte,4,638
olmeas,178,638
protpa,144,638
protte,4,638
cappfr,160,638
eugeoe,170,638
maquco,161,638
termob,11,638
malmsp,152,638
oenoma,148,638
beilpe,9,638
chr2ar,28,638
eugeco,85,638
faraoc,126,638
tet2pa,25,638
des2pa,157,638
tri2tu,7,638
stylst,171,638
poutre,23,638
des2pa,157,638
tab2ar,26,638
faraoc,126,638
picrla,159,638
tri2tu,7,638
heisco,43,638
protpa,144,638
tri2tu,7,638
hirttr,16,638
brosal,5,638
poutre,23,638
protpa,144,638
guarsp,168,638
ocotwh,74,638
protte,4,638
hirttr,16,638
protte,4,638
hybapr,146,638
drypst,35,638
swars2,139,638
drypst,35,638
guarsp,168,638
des2pa,157,638
virose,57,638
hybapr,146,638
beilpe,9,638
unonpi,76,638
beilpe,9,638
quaras,3,638
protte,4,638
faraoc,126,638
protte,4,638
poular,8,638
aspicr,60,638
beilpe,9,638
protco,175,638
hassfl,96,638
oenoma,148,638
tachve,115,638
protte,4,638
faraoc,126,638
guargu,10,638
tet2pa,25,638
tri2tu,7,638
theoca,61,638
loncla,88,638
maquco,161,638
protpa,144,638
poular,8,638
maquco,161,638
swars2,139,638
guatdu,71,638
tripcu,51,638
tri2tu,7,638
tri2tu,7,638
unonpi,76,638
swars1,21,638
talipr,172,638
protpa,144,638
des2pa,157,638
cou2cu,164,638
des2pa,157,638
soroaf,150,638
guarsp,168,638
tet2pa,25,638
simaam,39,638
turpoc,104,638
jac1co,27,638
guatdu,71,638
des2pa,157,638
protte,4,638
tab1ro,52,638
faraoc,126,638
faraoc,126,638
alsebl,14,638
tet2pa,25,638
drypst,35,638
maquco,161,638
oenoma,148,638
gar2in,62,638
hirttr,16,638
tachve,115,638
virose,57,638
protte,4,638
protpa,144,638
protpa,144,638
protte,4,638
gar2in,62,638
protpa,144,638
tri2tu,7,638
hybapr,146,638
drypst,35,638
guatdu,71,638
tet2pa,25,638
drypst,35,638
virose,57,639
quaras,3,639
protpa,144,639
protte,4,639
des2pa,157,639
hirttr,16,639
protte,4,639
protte,4,639
tri2tu,7,639
cappfr,160,639
des2pa,157,639
ingas1,153,639
des2pa,157,639
maquco,161,639
tri2tu,7,639
protpa,144,639
des2pa,157,639
ormocr,109,639
protte,4,639
virose,57,639
cupasy,124,639
tri2tu,7,639
hirttr,16,639
faraoc,126,639
brosal,5,639
guargu,10,639
maquco,161,639
olmeas,178,639
cupasy,124,639
tri2tu,7,639
poular,8,639
protte,4,639
hybapr,146,639
alsebl,14,639
tri2tu,7,639
protte,4,639
stylst,171,639
drypst,35,639
tri2tu,7,639
protte,4,639
gustsu,1,639
tri2tu,7,639
swars2,139,639
gar2in,62,639
hirttr,16,639
protte,4,639
cupasy,124,639
protte,4,639
tet2pa,25,639
oenoma,148,639
hybapr,146,639
des2pa,157,639
des2pa,157,639
tri2tu,7,639
protte,4,639
guargu,10,639
protte,4,639
olmeas,178,639
poular,8,639
mourmy,158,639
heisco,43,639
protte,4,639
tri2tu,7,639
hybapr,146,639
hirttr,16,639
hirttr,16,639
heisac,183,639
soroaf,150,639
tri2tu,7,639
hybapr,146,639
ingaqu,167,639
protte,4,639
protte,4,639
sponra,20,639
hybapr,146,639
tri2tu,7,639
quaras,3,639
hybapr,146,639
heisco,43,639
laciag,163,639
chr1ec,179,639
hybapr,146,639
tet2pa,25,639
des2pa,157,639
tachve,115,639
tri2tu,7,639
tri2tu,7,639
protpa,144,639
sipapa,86,639
eugeoe,170,639
tab2ar,26,639
psycli,268,639
tri2tu,7,639
oenoma,148,639
protpa,144,639
casesy,123,639
swars2,139,639
eugega,166,639
ingape,186,639
chr2ar,28,639
protte,4,639
hybapr,146,639
hybapr,146,639
tri2tu,7,639
annoac,147,639
cappfr,160,639
faraoc,126,639
protte,4,639
herrpu,165,639
protte,4,639
des2pa,157,639
alsebl,14,639
hirttr,16,639
protte,4,639
tet2pa,25,639
faraoc,126,639
tri2tu,7,639
tropra,70,639
hirttr,16,639
quaras,3,639
cordla,132,639
cupasy,124,639
licapl,17,639
swars1,21,639
guatdu,71,639
tri2tu,7,639
alsebl,14,639
alsebl,14,639
guarsp,168,639
tri2tu,7,639
des2pa,157,639
tri2tu,7,639
tab2ar,26,639
alsebl,14,639
tri2tu,7,639
protpa,144,639
protte,4,639
gar2in,62,639
des2pa,157,639
psycma,225,639
tet2pa,25,639
alsebl,14,639
ingago,133,639
tri2tu,7,639
tri2tu,7,639
hybapr,146,639
tri2tu,7,639
swars2,139,639
mourmy,158,639
soroaf,150,639
cappfr,160,639
tri2tu,7,639
brosal,5,639
protte,4,639
tri2tu,7,639
psycho,154,639
swars1,21,639
chr1ec,179,639
protpa,144,639
tri2tu,7,639
guarsp,168,639
maquco,161,639
pterro,73,639
tri2tu,7,639
guargu,10,639
tri2tu,7,639
protte,4,639
faraoc,126,639
tri2tu,7,639
protte,4,639
hirttr,16,639
tri2tu,7,639
tri2tu,7,639
malmsp,152,639
tri2tu,7,639
alsebl,14,639
guarsp,168,639
tri2tu,7,639
oenoma,148,639
faraoc,126,639
hybapr,146,639
protpa,144,639
alsebl,14,639
alchco,50,639
hirttr,16,639
sympgl,59,639
herrpu,165,639
sympgl,59,639
gar2in,62,639
des2pa,157,639
protte,4,639
beilpe,9,639
hybapr,146,639
protco,175,639
ocotob,213,639
tri2tu,7,639
calolo,45,639
acaldi,193,639
hybapr,146,639
ingape,186,639
protte,4,639
tri2tu,7,639
tachve,115,639
gar2in,62,639
taline,149,639
tet2pa,25,639
quasam,192,639
tri2tu,7,639
guarsp,168,639
conoci,228,639
protte,4,639
hirttr,16,639
tri2tu,7,639
tri2tu,7,639
des2pa,157,639
poular,8,639
swars2,139,639
tet2pa,25,639
gar2in,62,639
drypst,35,639
hirttr,16,639
hirttr,16,639
maquco,161,639
tab2ar,26,639
tri2tu,7,639
tet2pa,25,639
poular,8,639
andiin,99,639
tri2tu,7,639
des2pa,157,639
hybapr,146,639
tri2tu,7,639
tri2tu,7,639
cappfr,160,639
gar2in,62,639
ormocr,109,639
ingago,133,639
chr1ec,179,639
tri2tu,7,639
cecrin,101,639
cecrin,101,639
tri2tu,7,639
faraoc,126,639
protpa,144,639
tri2tu,7,639
tri2tu,7,639
hybapr,146,639
coccma,177,639
tab2ar,26,639
tri2tu,7,639
quaras,3,639
tri2tu,7,639
faraoc,126,639
andiin,99,639
tet2pa,25,639
unonpi,76,639
oenoma,148,639
cappfr,160,639
tri2tu,7,639
ingape,186,639
hybapr,146,639
tri2tu,7,639
protpa,144,639
pentma,173,639
tri2tu,7,639
drypst,35,639
hirttr,16,639
talipr,172,639
herrpu,165,639
des2pa,157,639
hirttr,16,639
faraoc,126,639
olmeas,178,639
protte,4,639
faraoc,126,639
malmsp,152,639
cecrin,101,639
swars2,139,639
guatdu,71,639
protpa,144,639
laciag,163,639
caseac,162,639
cappfr,160,639
protte,4,639
gar2in,62,639
jac1co,27,639
faraoc,126,639
cupasy,124,639
chr1ec,179,639
swars2,139,639
protte,4,639
tachve,115,639
beilpe,9,639
chr1ec,179,639
protte,4,639
pterro,73,639
tachve,115,639
protte,4,639
nectgl,108,639
cappfr,160,639
poular,8,639
beilpe,9,639
soroaf,150,639
faraoc,126,640
stylst,171,640
gar2in,62,640
protco,175,640
andiin,99,640
eugeoe,170,640
psycho,154,640
mourmy,158,640
eugega,166,640
des2pa,157,640
tripcu,51,640
protte,4,640
faraoc,126,640
protte,4,640
mourmy,158,640
des2pa,157,640
tri2tu,7,640
ouralu,156,640
tri2tu,7,640
hybapr,146,640
calolo,45,640
cassel,95,640
stylst,171,640
virosu,2,640
alsebl,14,640
eugega,166,640
picrla,159,640
tachve,115,640
des2pa,157,640
ingape,186,640
tri2tu,7,640
virose,57,640
tri2tu,7,640
swars2,139,640
tri2tu,7,640
ingaqu,167,640
soroaf,150,640
tri2tu,7,640
tri2tu,7,640
alchco,50,640
faraoc,126,640
ocotob,213,640
tri2tu,7,640
protte,4,640
faraoc,126,640
protte,4,640
protte,4,640
drypst,35,640
protte,4,640
guargu,10,640
faraoc,126,640
soroaf,150,640
quaras,3,640
alsebl,14,640
hybapr,146,640
protpa,144,640
protpa,144,640
protte,4,640
poular,8,640
tri2tu,7,640
tri2tu,7,640
hassfl,96,640
tachve,115,640
faraoc,126,640
hirttr,16,640
gar2in,62,640
olmeas,178,640
hirttr,16,640
ormoma,118,640
quaras,3,640
hybapr,146,640
tri2tu,7,640
cappfr,160,640
tri2tu,7,640
soroaf,150,640
hirttr,16,640
swars1,21,640
tri2tu,7,640
maquco,161,640
hirttr,16,640
guargu,10,640
guargu,10,640
termob,11,640
swars2,139,640
protte,4,640
tri2tu,7,640
tri2tu,7,640
tri2tu,7,640
des2pa,157,640
protte,4,640
cordla,132,640
gar2in,62,640
hirttr,16,640
alsebl,14,640
tri2tu,7,640
oenoma,148,640
swars2,139,640
tri2tu,7,640
drypst,35,640
maytsc,94,640
maquco,161,640
tri2tu,7,640
tri2tu,7,640
tri2tu,7,640
nectpu,181,640
protte,4,640
mourmy,158,640
hybapr,146,640
herrpu,165,640
hybapr,146,640
tri2tu,7,640
guargu,10,640
tri2tu,7,640
pterro,73,640
psycho,154,640
protte,4,640
gar2in,62,640
tri2tu,7,640
ingaqu,167,640
guargu,10,640
mourmy,158,640
tet2pa,25,640
protte,4,640
protte,4,640
drypst,35,640
psycma,225,640
protte,4,640
ouralu,156,640
picrla,159,640
tri2tu,7,640
guargu,10,640
guargu,10,640
protte,4,640
tri2tu,7,640
tri2tu,7,640
protte,4,640
maquco,161,640
hybapr,146,640
tri2tu,7,640
guargu,10,640
swars2,139,640
annoac,147,640
drypst,35,640
tachve,115,640
picrla,159,640
protte,4,640
bactba,180,640
hybapr,146,640
hybapr,146,640
virose,57,640
pentma,173,640
ingape,186,640
alsebl,14,640
picrla,159,640
protte,4,640
hybapr,146,640
tri2tu,7,640
ingaqu,167,640
tri2tu,7,640
tri2tu,7,640
gar2in,62,640
alsebl,14,640
ardife,145,640
hybapr,146,640
eugega,166,640
tet2pa,25,640
tri2tu,7,640
tri2tu,7,640
tri2tu,7,640
protte,4,640
des2pa,157,640
poutre,23,640
ingape,186,640
cappfr,160,640
protte,4,640
alsebl,14,640
tri2tu,7,640
tri2tu,7,640
ingama,174,640
tri2tu,7,640
protte,4,640
tri2tu,7,640
randar,75,640
tri2tu,7,640
protpa,144,640
protte,4,640
des2pa,157,640
ardife,145,640
annoac,147,640
tet2pa,25,640
hybapr,146,640
alsebl,14,640
des2pa,157,640
hybapr,146,640
termob,11,640
guazul,12,640
tri2tu,7,640
randar,75,640
hirttr,16,640
tri2tu,7,640
tab2ar,26,640
laetth,184,640
randar,75,640
psycho,154,640
tri2tu,7,640
hybapr,146,640
hybapr,146,640
alsebl,14,640
tri2tu,7,640
faraoc,126,640
alsebl,14,640
poutre,23,640
tri2tu,7,640
tri2tu,7,640
hybapr,146,640
guargu,10,640
guargu,10,640
chr2ar,28,640
des2pa,157,640
hybapr,146,640
tri2tu,7,640
tri2tu,7,640
tri2tu,7,640
tri2tu,7,640
guargu,10,640
tri2tu,7,640
eugega,166,640
olmeas,178,640
tri2pa,114,640
tri2tu,7,640
malmsp,152,640
protpa,144,640
tri2tu,7,640
faraoc,126,640
tri2tu,7,640
hybapr,146,640
hybapr,146,640
malmsp,152,640
tri2tu,7,640
poular,8,640
soroaf,150,640
tri2tu,7,640
tri2tu,7,640
tri2tu,7,640
tri2tu,7,640
cappfr,160,640
hybapr,146,640
cordla,132,640
cappfr,160,640
tri2tu,7,640
tri2tu,7,640
hybapr,146,640
talipr,172,640
alsebl,14,640
eugeco,85,640
alsebl,14,640
swars2,139,640
psycho,154,640
tri2tu,7,640
guargu,10,640
tri2tu,7,640
tri2tu,7,640
ery2ma,194,640
poutre,23,640
heisco,43,640
randar,75,640
tri2tu,7,640
poutre,23,640
tri2tu,7,640
ardife,145,640
cappfr,160,640
ouralu,156,640
hirttr,16,640
hybapr,146,640
tri2tu,7,640
hybapr,146,640
cappfr,160,640
tri2tu,7,640
tri2tu,7,640
oenoma,148,641
faraoc,126,641
faraoc,126,641
poutre,23,641
beilpe,9,641
mourmy,158,641
protpa,144,641
faraoc,126,641
swars2,139,641
alsebl,14,641
sterap,42,641
des2pa,157,641
cassel,95,641
alsebl,14,641
swars2,139,641
faraoc,126,641
faraoc,126,641
cappfr,160,641
faraoc,126,641
pentma,173,641
caseco,260,641
cou2cu,164,641
protpa,144,641
protpa,144,641
alsebl,14,641
protte,4,641
faraoc,126,641
cassel,95,641
chr1ec,179,641
protte,4,641
cassel,95,641
protpa,144,641
faraoc,126,641
soroaf,150,641
tri2pa,114,641
soroaf,150,641
gar2in,62,641
protpa,144,641
des2pa,157,641
rinosy,155,641
tet2pa,25,641
faraoc,126,641
faraoc,126,641
des2pa,157,641
poutre,23,641
faraoc,126,641
faraoc,126,641
tet2pa,25,641
hybapr,146,641
rinosy,155,641
oenoma,148,641
tet2pa,25,641
casesy,123,641
guargr,107,641
soroaf,150,641
gar2in,62,641
tet2pa,25,641
rinosy,155,641
hybapr,146,641
des2pa,157,641
mourmy,158,641
gar2in,62,641
faraoc,126,641
tri2tu,7,641
oenoma,148,641
virose,57,641
tet2pa,25,641
andiin,99,641
eugeco,85,641
alsebl,14,641
cassel,95,641
swars2,139,641
hybapr,146,641
protpa,144,641
faraoc,126,641
faraoc,126,641
brosal,5,641
chr2ar,28,641
pterro,73,641
faraoc,126,641
faraoc,126,641
zantpr,129,641
alsebl,14,641
faraoc,126,641
alsebl,14,641
hassfl,96,641
faraoc,126,641
quaras,3,641
faraoc,126,641
nectci,90,641
faraoc,126,641
mourmy,158,641
cupasy,124,641
cupasy,124,641
hybapr,146,641
tri2tu,7,641
faraoc,126,641
faraoc,126,641
swars2,139,641
faraoc,126,641
faraoc,126,641
protte,4,641
tet2pa,25,641
protte,4,641
cecrin,101,641
alsebl,14,641
protte,4,641
cecrin,101,641
cupasy,124,641
mourmy,158,641
hybapr,146,641
faraoc,126,641
rinosy,155,641
gar2in,62,641
cordbi,24,641
casear,65,641
eugega,166,641
mourmy,158,641
micoaf,215,641
faraoc,126,641
tet2pa,25,641
calolo,45,641
licahy,93,641
faraoc,126,641
faraoc,126,641
faraoc,126,641
faraoc,126,641
herrpu,165,641
des2pa,157,641
protpa,144,641
cassel,95,641
protpa,144,641
pourbi,143,641
randar,75,641
hybapr,146,641
des2pa,157,641
ingago,133,641
des2pa,157,641
tachve,115,641
cecrin,101,641
cecrin,101,641
hirttr,16,641
cappfr,160,641
gar2in,62,641
des2pa,157,641
ingath,251,641
tachve,115,641
faraoc,126,641
faraoc,126,641
nectci,90,641
swars2,139,641
protte,4,641
protte,4,641
hirttr,16,641
protpa,144,641
faraoc,126,641
brosal,5,641
swars2,139,641
faraoc,126,641
faraoc,126,641
alsebl,14,641
faraoc,126,641
faraoc,126,641
tet2pa,25,641
soroaf,150,641
protpa,144,641
protpa,144,641
picrla,159,641
tachve,115,641
cordbi,24,641
chr2ar,28,641
faraoc,126,641
protpa,144,641
hybapr,146,641
protpa,144,641
faraoc,126,641
alsebl,14,641
faraoc,126,641
hybapr,146,641
faraoc,126,641
mourmy,158,641
faraoc,126,641
des2pa,157,641
faraoc,126,641
des2pa,157,641
alsebl,14,641
alsebl,14,641
pterro,73,641
mourmy,158,641
swars2,139,641
swars2,139,641
cecrin,101,641
tet2pa,25,641
swars2,139,641
swars2,139,641
rinosy,155,641
alsebl,14,641
protpa,144,641
alsebl,14,641
paligu,278,641
faraoc,126,641
tachve,115,641
pri2co,19,641
herrpu,165,641
hirttr,16,641
herrpu,165,641
protpa,144,641
protte,4,641
protpa,144,641
tet2pa,25,641
hybapr,146,641
faraoc,126,641
alsebl,14,641
tet2pa,25,641
faraoc,126,641
rinosy,155,641
alsebl,14,641
hybapr,146,641
eugeoe,170,641
faraoc,126,641
swars2,139,641
pterro,73,641
mourmy,158,641
cecrin,101,641
cecrin,101,641
calolo,45,641
micoaf,215,641
mourmy,158,641
tachve,115,641
hybapr,146,641
crotbi,239,641
zantbe,79,641
gar2ma,131,641
virose,57,641
gar2ma,131,641
cappfr,160,641
rinosy,155,641
virose,57,641
rinosy,155,641
cassel,95,641
hybapr,146,641
nectci,90,641
socrex,182,641
protpa,144,641
cappfr,160,641
ingaqu,167,641
tet2pa,25,641
protte,4,641
caseco,260,641
chr1ec,179,641
tachve,115,641
malmsp,152,641
pterro,73,641
tet2pa,25,641
faraoc,126,641
tachve,115,641
faraoc,126,641
gar2ma,131,641
tab2ar,26,641
des2pa,157,641
tet2pa,25,641
maquco,161,641
protte,4,641
faraoc,126,641
nectci,90,641
mourmy,158,641
cappfr,160,641
guarsp,168,642
micoar,120,642
micone,243,642
tet2pa,25,642
faraoc,126,642
rinosy,155,642
mourmy,158,642
mourmy,158,642
