sp,sp_num,cell
soroaf,150,7
maquco,161,7
alsebl,14,7
tet2pa,25,7
hybapr,146,7
tri2tu,7,7
socrex,182,7
des2pa,157,7
tab2ar,26,7
hybapr,146,7
pri2co,19,7
ingama,174,7
virose,57,7
faraoc,126,7
faraoc,126,7
swars1,21,7
pri2co,19,7
tab2ar,26,7
socrex,182,7
gar2in,62,7
soroaf,150,7
psycho,154,7
hybapr,146,7
des2pa,157,7
laciag,163,7
laciag,163,7
ouralu,156,7
des2pa,157,7
tet2pa,25,7
soroaf,150,7
hybapr,146,7
swars2,139,7
socrex,182,7
guapst,22,7
hybapr,146,7
protte,4,7
celtsc,142,7
pri2co,19,7
caseac,162,7
apeime,30,7
tachve,115,7
tet2pa,25,7
soroaf,150,7
swars1,21,7
faraoc,126,7
faraoc,126,7
gar2in,62,7
pri2co,19,7
ocotpu,121,7
soroaf,150,7
faraoc,126,7
virose,57,7
alsebl,14,7
mourmy,158,7
des2pa,157,7
des2pa,157,7
swars2,139,7
des2pa,157,7
protte,4,7
faraoc,126,7
swars1,21,7
drypst,35,7
tri2tu,7,7
des2pa,157,7
sipagu,256,7
guarsp,168,7
pri2co,19,7
eugega,166,7
gar2in,62,7
gar2ma,131,7
psycho,154,7
bactma,217,7
hybapr,146,7
beilpe,9,7
guargu,10,7
faraoc,126,7
ocotce,106,7
hybapr,146,7
eugega,166,7
heisco,43,7
protpa,144,7
hybapr,146,7
oenoma,148,7
gar2in,62,7
hybapr,146,7
tet2pa,25,7
soroaf,150,7
cappfr,160,7
ingaum,188,7
heisco,43,7
swars1,21,7
tet2pa,25,7
hybapr,146,7
faraoc,126,7
hybapr,146,7
oenoma,148,7
pri2co,19,7
poutre,23,7
loncla,88,7
beilpe,9,7
ingath,251,7
crotbi,239,7
des2pa,157,7
eugega,166,7
alsebl,14,7
eugega,166,7
guarsp,168,7
maquco,161,7
oenoma,148,7
swars1,21,7
chr2ar,28,7
des2pa,157,7
hybapr,146,7
psycho,154,7
tet2pa,25,7
hybapr,146,7
alibed,169,7
pri2co,19,7
alsebl,14,7
brosal,5,7
brosal,5,7
beilpe,9,7
soroaf,150,7
faraoc,126,7
randar,75,7
hybapr,146,7
heisac,183,7
socrex,182,7
hassfl,96,7
des2pa,157,7
eugeoe,170,7
cordla,132,7
hybapr,146,7
psycho,154,7
socrex,182,7
tet2pa,25,7
soroaf,150,7
pri2co,19,7
laciag,163,7
eugega,166,7
hybapr,146,7
mourmy,158,7
protte,4,7
poutre,23,8
hybapr,146,8
psycho,154,8
oenoma,148,8
faraoc,126,8
hirttr,16,8
randar,75,8
sympgl,59,8
poular,8,8
des2pa,157,8
tet2pa,25,8
faraoc,126,8
ardife,145,8
mourmy,158,8
cordbi,24,8
guarsp,168,8
mourmy,158,8
hybapr,146,8
protpa,144,8
hirttr,16,8
gar2in,62,8
pri2co,19,8
alsebl,14,8
gar2in,62,8
alsebl,14,8
tet2pa,25,8
coccma,177,8
maquco,161,8
tab2ar,26,8
des2pa,157,8
coccma,177,8
maquco,161,8
beilpe,9,8
alsebl,14,8
nectci,90,8
faraoc,126,8
coccma,177,8
swars2,139,8
tet2pa,25,8
tri2tu,7,8
tri2tu,7,8
hassfl,96,8
unonpi,76,8
coccma,177,8
laciag,163,8
oenoma,148,8
faraoc,126,8
pri2co,19,8
tachve,115,8
unonpi,76,8
guatdu,71,8
tab2ar,26,8
hirttr,16,8
socrex,182,8
malmsp,152,8
beilpe,9,8
faraoc,126,8
des2pa,157,8
stylst,171,8
hybapr,146,8
tet2pa,25,8
tet2pa,25,8
guargu,10,8
virose,57,8
eugeco,85,8
coccma,177,8
tachve,115,8
chr2ar,28,8
cordbi,24,8
poutre,23,8
crotbi,239,8
faraoc,126,8
hirttr,16,8
alsebl,14,8
cordbi,24,8
tet2pa,25,8
chr2ar,28,8
eugega,166,8
des2pa,157,8
malmsp,152,8
mourmy,158,8
tet2pa,25,8
faraoc,126,8
cordla,132,8
pri2co,19,8
alsebl,14,8
swars2,139,8
chr2ar,28,8
swars1,21,8
faraoc,126,8
drypst,35,8
mourmy,158,8
des2pa,157,8
brosal,5,8
faraoc,126,8
des2pa,157,8
hybapr,146,8
des2pa,157,8
hirttr,16,8
heisco,43,8
psycho,154,8
mourmy,158,8
guatdu,71,8
eugega,166,8
tet2pa,25,8
nectpu,181,8
hirttr,16,8
tet2pa,25,8
gar2in,62,8
des2pa,157,8
psycho,154,8
hybapr,146,8
des2pa,157,8
tet2pa,25,8
alsebl,14,8
alsebl,14,8
alsebl,14,8
cecrob,117,8
faraoc,126,8
alsebl,14,8
crotbi,239,8
gustsu,1,8
chr2ar,28,8
ingasa,151,8
pri2co,19,8
simaam,39,8
laciag,163,8
simaam,39,8
crotbi,239,8
jac1co,27,8
simaam,39,8
alsebl,14,8
simaam,39,8
alsebl,14,8
oenoma,148,8
cordla,132,8
micoar,120,8
tet2pa,25,8
faraoc,126,8
eugeoe,170,8
faraoc,126,8
hybapr,146,8
cordla,132,8
faraoc,126,8
gar2ma,131,8
tet2pa,25,8
cordla,132,8
hybapr,146,8
pri2co,19,8
alsebl,14,8
hybapr,146,8
tet2pa,25,8
faraoc,126,8
acaldi,193,8
cordbi,24,8
talipr,172,8
oenoma,148,8
eugega,166,8
hybapr,146,8
hybapr,146,8
des2pa,157,8
oenoma,148,8
mourmy,158,8
hybapr,146,8
maquco,161,8
hirttr,16,8
hybapr,146,8
swars1,21,8
pri2co,19,8
ocotce,106,8
tet2pa,25,8
alsebl,14,8
cappfr,160,8
alsebl,14,8
alsebl,14,8
pri2co,19,8
heisco,43,8
tet2pa,25,8
soroaf,150,8
virose,57,8
cou2cu,164,8
tet2pa,25,8
soroaf,150,8
hirttr,16,8
beilpe,9,8
heisco,43,8
annoac,147,8
cordla,132,8
faraoc,126,8
gar2in,62,8
pri2co,19,8
tet2pa,25,8
tet2pa,25,8
laciag,163,8
oenoma,148,8
alsebl,14,8
protpa,144,8
hirttr,16,8
maquco,161,8
pri2co,19,8
hybapr,146,8
faraoc,126,8
chr2ar,28,8
oenoma,148,8
calolo,45,8
faraoc,126,8
faraoc,126,8
picrla,159,8
tet2pa,25,8
protte,4,8
hirttr,16,8
poutre,23,8
pri2co,19,8
mourmy,158,8
swars2,139,8
tachve,115,8
faraoc,126,8
hirttr,16,8
faraoc,126,8
unonpi,76,8
des2pa,157,8
mourmy,158,8
hybapr,146,8
cordbi,24,8
tet2pa,25,8
alsebl,14,8
tri2tu,7,8
des2pa,157,8
faraoc,126,8
protpa,144,8
ouralu,156,8
ingaqu,167,8
mourmy,158,8
faraoc,126,8
des2pa,157,8
swars2,139,8
hirttr,16,8
pri2co,19,8
faraoc,126,8
des2pa,157,8
pri2co,19,8
soroaf,150,8
soroaf,150,8
alsebl,14,8
tachve,115,8
protpa,144,8
laciag,163,8
tet2pa,25,8
protpa,144,8
oenoma,148,8
guarsp,168,8
mourmy,158,8
tri2tu,7,8
gar2in,62,8
hybapr,146,8
tri2tu,7,8
pri2co,19,8
pri2co,19,8
hybapr,146,8
socrex,182,8
ficuci,272,8
bactma,217,8
apeime,30,8
poular,8,8
hybapr,146,8
pri2co,19,8
tet2pa,25,8
virose,57,8
des2pa,157,9
maquco,161,9
cupala,81,9
ingaum,188,9
guarsp,168,9
tab2ar,26,9
drypst,35,9
maquco,161,9
psycho,154,9
protte,4,9
hybapr,146,9
hirttr,16,9
xyl1ma,83,9
coccma,177,9
faraoc,126,9
pri2co,19,9
quaras,3,9
pri2co,19,9
alsebl,14,9
talipr,172,9
protte,4,9
calolo,45,9
heisco,43,9
swars1,21,9
tet2pa,25,9
ingago,133,9
eugega,166,9
swars2,139,9
tet2pa,25,9
gar2in,62,9
loncla,88,9
pri2co,19,9
tri2tu,7,9
xyl1ma,83,9
micoar,120,9
pri2co,19,9
micoaf,215,9
micoar,120,9
alsebl,14,9
laciag,163,9
gar2in,62,9
sipapa,86,9
sipapa,86,9
pri2co,19,9
eugene,18,9
protpa,144,9
faraoc,126,9
simaam,39,9
unonpi,76,9
unonpi,76,9
poutre,23,9
tri2tu,7,9
guargu,10,9
mourmy,158,9
quaras,3,9
swars1,21,9
quaras,3,9
tet2pa,25,9
malmsp,152,9
pri2co,19,9
mourmy,158,9
cordla,132,9
hybapr,146,9
nectci,90,9
soroaf,150,9
simaam,39,9
cupasy,124,9
eugega,166,9
beilpe,9,9
beilpe,9,9
des2pa,157,9
protpa,144,9
cupasy,124,9
coccma,177,9
pri2co,19,9
hybapr,146,9
faraoc,126,9
quaras,3,9
tet2pa,25,9
faraoc,126,9
oenoma,148,9
oenoma,148,9
oenoma,148,9
guapst,22,9
guatdu,71,9
ingasa,151,9
guargu,10,9
des2pa,157,9
hirttr,16,9
herrpu,165,9
chr1ec,179,9
des2pa,157,9
des2pa,157,9
sipagu,256,9
micoaf,215,9
faraoc,126,9
eugega,166,9
faraoc,126,9
quaras,3,9
quaras,3,9
beilpe,9,9
eugega,166,9
hassfl,96,9
dio2ar,203,9
guatdu,71,9
tri2tu,7,9
poular,8,9
hirttr,16,9
calolo,45,9
simaam,39,9
maquco,161,9
hybapr,146,9
aspicr,60,9
hybapr,146,9
pri2co,19,9
tet2pa,25,9
soroaf,150,9
swars1,21,9
unonpi,76,9
faraoc,126,9
tropra,70,9
mourmy,158,9
faraoc,126,9
mourmy,158,9
hybapr,146,9
tet2pa,25,9
pri2co,19,9
mourmy,158,9
stylst,171,9
tri2tu,7,9
hirttr,16,9
pri2co,19,9
nectci,90,9
beilpe,9,9
hybapr,146,9
des2pa,157,9
poutre,23,9
talipr,172,9
socrex,182,9
hybapr,146,9
unonpi,76,9
pterro,73,9
poular,8,9
des2pa,157,9
hirttr,16,9
pri2co,19,9
eugega,166,9
pri2co,19,9
swars1,21,9
tet2pa,25,9
pri2co,19,9
guargr,107,9
pri2co,19,9
swars1,21,9
tri2tu,7,9
ocotwh,74,9
quaras,3,9
quaras,3,9
cou2cu,164,9
protte,4,9
swars1,21,9
faraoc,126,9
tet2pa,25,9
crotbi,239,9
tri2tu,7,9
heisco,43,9
gar2in,62,9
paligu,278,9
faraoc,126,9
pri2co,19,9
coccco,134,9
protpa,144,9
protpa,144,9
heisco,43,9
beilpe,9,9
hirttr,16,9
mourmy,158,9
tri2tu,7,9
hybapr,146,9
faraoc,126,9
randar,75,9
gar2in,62,9
hirttr,16,9
cupasy,124,9
faraoc,126,9
tet2pa,25,9
des2pa,157,9
gar2in,62,9
des2pa,157,9
oenoma,148,9
stylst,171,9
des2pa,157,9
dendar,89,9
tri2tu,7,9
gar2in,62,9
soroaf,150,9
tri2tu,7,9
tachve,115,9
maquco,161,9
laciag,163,9
pri2co,19,9
gar2in,62,9
hassfl,96,9
faraoc,126,9
tri2tu,7,9
quaras,3,9
des2pa,157,9
swars1,21,9
faraoc,126,9
faraoc,126,9
faraoc,126,9
hirttr,16,9
alsebl,14,9
protpa,144,9
lacmpa,111,9
chr2ar,28,9
faraoc,126,9
tri2tu,7,9
eugega,166,9
pri2co,19,9
annoac,147,9
malmsp,152,9
tet2pa,25,9
mourmy,158,9
hybapr,146,9
micoaf,215,9
hybapr,146,9
ery2ma,194,9
pri2co,19,9
pourbi,143,9
cassel,95,9
gar2ma,131,9
faraoc,126,9
pourbi,143,9
ocotob,213,9
tachve,115,9
pri2co,19,9
beilpe,9,9
faraoc,126,9
pri2co,19,9
pri2co,19,9
micoaf,215,9
chr1ec,179,9
faraoc,126,9
poutre,23,9
laciag,163,9
jac1co,27,9
pri2co,19,9
calolo,45,9
hybapr,146,10
pri2co,19,10
laciag,163,10
jac1co,27,10
des2pa,157,10
alchco,50,10
alchco,50,10
pri2co,19,10
hirttr,16,10
hirttr,16,10
calolo,45,10
hirttr,16,10
swars1,21,10
alsebl,14,10
tri2tu,7,10
nectci,90,10
beilpe,9,10
guargu,10,10
des2pa,157,10
virose,57,10
pri2co,19,10
quaras,3,10
eugega,166,10
alsebl,14,10
unonpi,76,10
pri2co,19,10
pri2co,19,10
drypst,35,10
chr2ar,28,10
stylst,171,10
gar2in,62,10
swars2,139,10
calolo,45,10
jac1co,27,10
poular,8,10
pri2co,19,10
cordbi,24,10
alchco,50,10
hybapr,146,10
chr1ec,179,10
nectci,90,10
hybapr,146,10
des2pa,157,10
tab2ar,26,10
socrex,182,10
pri2co,19,10
guarsp,168,10
alsebl,14,10
des2pa,157,10
pri2co,19,10
hybapr,146,10
des2pa,157,10
soroaf,150,10
hirttr,16,10
tri2tu,7,10
alchco,50,10
alchco,50,10
tet2pa,25,10
loncla,88,10
guatdu,71,10
oenoma,148,10
pri2co,19,10
pri2co,19,10
drypst,35,10
tab2ar,26,10
pri2co,19,10
mourmy,158,10
faraoc,126,10
pri2co,19,10
swars2,139,10
pri2co,19,10
pri2co,19,10
cassel,95,10
pri2co,19,10
laciag,163,10
pri2co,19,10
mourmy,158,10
pri2co,19,10
quaras,3,10
pri2co,19,10
swars1,21,10
pri2co,19,10
hirttr,16,10
hybapr,146,10
pri2co,19,10
pri2co,19,10
pri2co,19,10
des2pa,157,10
faraoc,126,10
guargu,10,10
tri2tu,7,10
pri2co,19,10
pipea1,198,10
hybapr,146,10
pri2co,19,10
faraoc,126,10
protte,4,10
pri2co,19,10
xyl1ma,83,10
pri2co,19,10
pri2co,19,10
tachve,115,10
eugega,166,10
cappfr,160,10
pri2co,19,10
poular,8,10
virosu,2,10
swars2,139,10
mourmy,158,10
tet2pa,25,10
des2pa,157,10
hybapr,146,10
pri2co,19,10
faraoc,126,10
hybapr,146,10
randar,75,10
pri2co,19,10
swars1,21,10
eugega,166,10
calolo,45,10
pri2co,19,10
pri2co,19,10
calolo,45,10
protpa,144,10
des2pa,157,10
ocotob,213,10
tachve,115,10
faraoc,126,10
pri2co,19,10
tab2ar,26,10
swars1,21,10
pri2co,19,10
coccma,177,10
ingago,133,10
pri2co,19,10
socrex,182,10
nectci,90,10
pri2co,19,10
virose,57,10
pri2co,19,10
swars1,21,10
pri2co,19,10
mourmy,158,10
pterro,73,10
xyl1ma,83,10
faraoc,126,10
pri2co,19,10
pri2co,19,10
hybapr,146,10
swars1,21,10
gar2in,62,10
quaras,3,10
hirttr,16,10
des2pa,157,10
faraoc,126,10
pri2co,19,10
pri2co,19,10
pipere,197,10
tachve,115,10
crotbi,239,10
alsebl,14,10
alsebl,14,10
pse1se,116,10
guatdu,71,10
tachve,115,10
pri2co,19,10
tri2tu,7,10
quaras,3,10
faraoc,126,10
mourmy,158,10
eugeoe,170,10
swars1,21,10
hybapr,146,10
virose,57,10
faraoc,126,10
hybapr,146,10
virose,57,10
virose,57,10
protpa,144,10
poular,8,10
protpa,144,10
hirttr,16,10
poular,8,10
pri2co,19,10
alsebl,14,10
hybapr,146,10
hybapr,146,10
beilpe,9,10
gar2in,62,10
hybapr,146,10
des2pa,157,10
tab2ar,26,10
hybapr,146,10
hirttr,16,10
poutre,23,10
hameax,222,10
eugega,166,10
pri2co,19,10
crotbi,239,10
hirttr,16,10
des2pa,157,10
xyl1ma,83,10
des2pa,157,10
tet2pa,25,10
hybapr,146,10
pri2co,19,10
mourmy,158,10
ingama,174,10
gar2in,62,10
mourmy,158,10
ocotob,213,10
quaras,3,10
pourbi,143,10
pourbi,143,10
talipr,172,10
randar,75,10
tab2ar,26,10
des2pa,157,10
des2pa,157,10
quaras,3,10
beilpe,9,10
faraoc,126,10
pri2co,19,10
unonpi,76,10
pri2co,19,10
hirttr,16,10
des2pa,157,10
hybapr,146,10
nectgl,108,10
protte,4,10
hybapr,146,10
pri2co,19,10
loncla,88,10
hybapr,146,10
tri2tu,7,10
picrla,159,10
faraoc,126,10
hybapr,146,10
hybapr,146,10
hirttr,16,10
hybapr,146,10
tri2tu,7,10
laciag,163,10
quaras,3,10
calolo,45,10
ocotob,213,10
protte,4,10
cappfr,160,11
des2pa,157,11
unonpi,76,11
hirttr,16,11
calolo,45,11
alsebl,14,11
hirttr,16,11
heisco,43,11
hybapr,146,11
hybapr,146,11
hybapr,146,11
hybapr,146,11
hybapr,146,11
protco,175,11
ingago,133,11
hybapr,146,11
hybapr,146,11
mourmy,158,11
calolo,45,11
des2pa,157,11
tet2pa,25,11
protte,4,11
hirttr,16,11
hirttr,16,11
calolo,45,11
hybapr,146,11
alsebl,14,11
quaras,3,11
tri2tu,7,11
hybapr,146,11
swars1,21,11
tri2tu,7,11
picrla,159,11
des2pa,157,11
tet2pa,25,11
hybapr,146,11
hybapr,146,11
calolo,45,11
hybapr,146,11
hirttr,16,11
tet2pa,25,11
faraoc,126,11
hybapr,146,11
eugega,166,11
unonpi,76,11
hybapr,146,11
tri2tu,7,11
hybapr,146,11
hirttr,16,11
des2pa,157,11
mourmy,158,11
hybapr,146,11
psycho,154,11
hybapr,146,11
pri2co,19,11
hybapr,146,11
faraoc,126,11
hybapr,146,11
alsebl,14,11
alsebl,14,11
ery2ma,194,11
tet2pa,25,11
hybapr,146,11
hybapr,146,11
hirttr,16,11
hirttr,16,11
faraoc,126,11
protpa,144,11
malmsp,152,11
gar2in,62,11
xyl1ma,83,11
des2pa,157,11
alsebl,14,11
tachve,115,11
hybapr,146,11
quaras,3,11
hybapr,146,11
hybapr,146,11
protte,4,11
calolo,45,11
simaam,39,11
hybapr,146,11
calolo,45,11
hybapr,146,11
hybapr,146,11
faraoc,126,11
quaras,3,11
hybapr,146,11
faraoc,126,11
guargu,10,11
hybapr,146,11
hybapr,146,11
tri2tu,7,11
calolo,45,11
hybapr,146,11
gar2in,62,11
hirttr,16,11
des2pa,157,11
hybapr,146,11
xyl1ma,83,11
des2pa,157,11
hybapr,146,11
soroaf,150,11
hybapr,146,11
hirttr,16,11
hybapr,146,11
hirttr,16,11
tri2tu,7,11
hybapr,146,11
maquco,161,11
pipere,197,11
gar2in,62,11
tet2pa,25,11
cappfr,160,11
tet2pa,25,11
hybapr,146,11
tet2pa,25,11
tri2tu,7,11
protte,4,11
guargu,10,11
pri2co,19,11
hybapr,146,11
protte,4,11
hybapr,146,11
beilpe,9,11
calolo,45,11
hybapr,146,11
hirttr,16,11
hybapr,146,11
des2pa,157,11
loncla,88,11
alsebl,14,11
calolo,45,11
pourbi,143,11
herrpu,165,11
psycma,225,11
hybapr,146,11
soroaf,150,11
tri2tu,7,11
pentma,173,11
hirttr,16,11
heisco,43,11
pri2co,19,11
faraoc,126,11
gar2in,62,11
alsebl,14,11
eugeoe,170,11
cassel,95,11
pri2co,19,11
des2pa,157,11
faraoc,126,11
hybapr,146,11
des2pa,157,11
faraoc,126,11
alsebl,14,11
guetfo,54,11
pri2co,19,11
alchco,50,11
alsebl,14,11
quaras,3,11
pri2co,19,11
randar,75,11
alsebl,14,11
anacex,6,11
guetfo,54,11
laciag,163,11
hybapr,146,11
oenoma,148,11
pri2co,19,11
beilpe,9,11
tachve,115,11
hybapr,146,11
alsebl,14,11
hybapr,146,11
hybapr,146,11
hybapr,146,11
calolo,45,11
pri2co,19,11
mourmy,158,11
des2pa,157,11
hassfl,96,11
hybapr,146,11
hybapr,146,11
hybapr,146,11
alsebl,14,11
poular,8,11
heisco,43,11
hirttr,16,11
virose,57,11
des2pa,157,11
pri2co,19,11
protte,4,11
faraoc,126,11
quaras,3,11
hirttr,16,11
xyl1ma,83,11
maquco,161,11
faraoc,126,11
alsebl,14,11
protpa,144,11
soroaf,150,11
des2pa,157,11
hybapr,146,11
gar2in,62,11
faraoc,126,11
loncla,88,11
protco,175,11
hybapr,146,11
quaras,3,11
nectci,90,11
loncla,88,11
des2pa,157,11
faraoc,126,11
protpa,144,11
simaam,39,11
tab2ar,26,11
pri2co,19,11
alchco,50,11
tachve,115,11
nectpu,181,11
hirttr,16,11
hirttr,16,11
pri2co,19,11
hassfl,96,11
pri2co,19,11
pri2co,19,11
eugeoe,170,11
casear,65,11
brosal,5,11
hybapr,146,11
faraoc,126,11
hybapr,146,11
maquco,161,11
poular,8,11
chr1ec,179,11
poular,8,11
alsebl,14,11
alchco,50,11
cassel,95,11
alchco,50,11
brosal,5,11
tet2pa,25,11
malmsp,152,11
quaras,3,11
casear,65,11
virose,57,12
mourmy,158,12
licapl,17,12
simaam,39,12
swars2,139,12
des2pa,157,12
des2pa,157,12
tet2pa,25,12
soroaf,150,12
hybapr,146,12
pentma,173,12
hirttr,16,12
tri2tu,7,12
malmsp,152,12
ocotob,213,12
pri2co,19,12
hybapr,146,12
protte,4,12
des2pa,157,12
quaras,3,12
picrla,159,12
faraoc,126,12
des2pa,157,12
des2pa,157,12
hybapr,146,12
des2pa,157,12
ingama,174,12
drypst,35,12
pri2co,19,12
hybapr,146,12
hybapr,146,12
protpa,144,12
pri2co,19,12
des2pa,157,12
eugeoe,170,12
tri2tu,7,12
xyl1ma,83,12
hybapr,146,12
xyl1ma,83,12
hybapr,146,12
alsebl,14,12
gar2in,62,12
heisco,43,12
swars1,21,12
hybapr,146,12
calolo,45,12
calolo,45,12
calolo,45,12
swars1,21,12
socrex,182,12
tet2pa,25,12
hybapr,146,12
hirttr,16,12
hybapr,146,12
xyl1ma,83,12
hybapr,146,12
hirttr,16,12
ingaqu,167,12
pri2co,19,12
tet2pa,25,12
des2pa,157,12
pri2co,19,12
hirttr,16,12
hirttr,16,12
luehse,15,12
tet2pa,25,12
hirttr,16,12
loncla,88,12
tri2tu,7,12
quaras,3,12
tri2tu,7,12
hybapr,146,12
swars1,21,12
pri2co,19,12
xyl1ma,83,12
protte,4,12
beilpe,9,12
tet2pa,25,12
des2pa,157,12
pri2co,19,12
poutre,23,12
swars2,139,12
pri2co,19,12
hybapr,146,12
pri2co,19,12
protpa,144,12
beilpe,9,12
psycho,154,12
herrpu,165,12
faraoc,126,12
hirttr,16,12
pipere,197,12
tri2pa,114,12
hybapr,146,12
tropra,70,12
alsebl,14,12
andiin,99,12
des2pa,157,12
protpa,144,12
hybapr,146,12
faraoc,126,12
hybapr,146,12
ery2pa,199,12
hybapr,146,12
hybapr,146,12
tet2pa,25,12
ery2ma,194,12
alsebl,14,12
annoac,147,12
tet2pa,25,12
tab2ar,26,12
guatdu,71,12
hirttr,16,12
pri2co,19,12
xyl1ma,83,12
tet2pa,25,12
des2pa,157,12
calolo,45,12
drypst,35,12
ingaqu,167,12
hybapr,146,12
hybapr,146,12
pri2co,19,12
pri2co,19,12
alsebl,14,12
hybapr,146,12
virose,57,12
hybapr,146,12
hirttr,16,12
hirttr,16,12
alsebl,14,12
alsebl,14,12
stylst,171,12
calolo,45,12
hirttr,16,12
hybapr,146,12
hirttr,16,12
unonpi,76,12
protpa,144,12
hirttr,16,12
ingaqu,167,12
hirttr,16,12
hirttr,16,12
tab2ar,26,12
hirttr,16,12
protpa,144,12
pri2co,19,12
gar2in,62,12
protpa,144,12
hirttr,16,12
poular,8,12
hybapr,146,12
quaras,3,12
guargu,10,12
pri2co,19,12
pri2co,19,12
ery2ma,194,12
drypst,35,12
drypst,35,12
tet2pa,25,12
tri2tu,7,12
soroaf,150,12
des2pa,157,12
hybapr,146,12
xyl1ma,83,12
tri2tu,7,12
hybapr,146,12
tri2tu,7,12
hybapr,146,12
des2pa,157,12
heisco,43,12
protpa,144,12
tab2ar,26,12
cappfr,160,12
hybapr,146,12
tri2tu,7,12
guarsp,168,12
nectgl,108,12
hybapr,146,12
gar2in,62,12
gar2in,62,12
guarsp,168,12
hybapr,146,12
xyl1ma,83,12
calolo,45,12
calolo,45,12
calolo,45,12
des2pa,157,12
calolo,45,12
calolo,45,12
pri2co,19,12
hybapr,146,12
oenoma,148,12
pterro,73,12
hirttr,16,12
hybapr,146,12
protpa,144,12
herrpu,165,12
hirttr,16,12
ocotob,213,12
laciag,163,12
pri2co,19,12
alsebl,14,12
hirttr,16,12
tri2tu,7,12
tri2pa,114,12
hirttr,16,12
tri2tu,7,12
alsebl,14,12
tri2tu,7,12
hybapr,146,12
hybapr,146,12
hybapr,146,12
gar2in,62,12
hybapr,146,12
xyl1ma,83,12
pri2co,19,12
tet2pa,25,12
calolo,45,12
chr2ar,28,12
calolo,45,12
alsebl,14,12
hirttr,16,12
hybapr,146,12
des2pa,157,12
protpa,144,12
hassfl,96,12
hybapr,146,12
hirttr,16,12
tri2tu,7,12
hirttr,16,12
quaras,3,12
hirttr,16,12
chr1ec,179,12
gar2in,62,12
des2pa,157,12
des2pa,157,12
pri2co,19,12
hybapr,146,12
soroaf,150,12
hybapr,146,12
chr1ec,179,12
maquco,161,12
pri2co,19,12
olmeas,178,13
ingami,248,13
alchco,50,13
calolo,45,13
calolo,45,13
ingami,248,13
hybapr,146,13
guargu,10,13
gar2in,62,13
faraoc,126,13
tri2tu,7,13
gar2in,62,13
crotbi,239,13
gar2in,62,13
herrpu,165,13
xyl1ma,83,13
simaam,39,13
calolo,45,13
des2pa,157,13
acalma,266,13
simaam,39,13
cecrin,101,13
crotbi,239,13
hybapr,146,13
des2pa,157,13
cecrin,101,13
alsebl,14,13
ingaum,188,13
tet2pa,25,13
calolo,45,13
hirttr,16,13
alsebl,14,13
acalma,266,13
acalma,266,13
acalma,266,13
hybapr,146,13
hybapr,146,13
tri2pa,114,13
calolo,45,13
calolo,45,13
gar2in,62,13
gar2in,62,13
des2pa,157,13
hybapr,146,13
calolo,45,13
hybapr,146,13
gar2in,62,13
calolo,45,13
sipapa,86,13
acalma,266,13
acalma,266,13
acalma,266,13
picrla,159,13
herrpu,165,13
xyl1ma,83,13
hybapr,146,13
hybapr,146,13
des2pa,157,13
gar2in,62,13
gar2in,62,13
xyl1ma,83,13
des2pa,157,13
des2pa,157,13
calolo,45,13
gar2in,62,13
swars1,21,13
virose,57,13
poular,8,13
poular,8,13
calolo,45,13
faraoc,126,13
calolo,45,13
hirttr,16,13
oenoma,148,13
hybapr,146,13
eugega,166,13
swars1,21,13
stylst,171,13
hybapr,146,13
hybapr,146,13
hybapr,146,13
mourmy,158,13
hybapr,146,13
hybapr,146,13
chr2ar,28,13
sponra,20,13
des2pa,157,13
gar2in,62,13
hybapr,146,13
des2pa,157,13
cordla,132,13
drypst,35,13
crotbi,239,13
calolo,45,13
faraoc,126,13
sponra,20,13
eugega,166,13
protte,4,13
virose,57,13
laciag,163,13
hybapr,146,13
faraoc,126,13
sloate,13,13
tab2ar,26,13
virose,57,13
virose,57,13
tab2ar,26,13
chr1ec,179,13
gar2in,62,13
alsebl,14,13
faraoc,126,13
soroaf,150,13
faraoc,126,13
xyl1ma,83,13
faraoc,126,13
sloate,13,13
hybapr,146,13
poular,8,13
hirttr,16,13
xyl1ma,83,13
hybapr,146,13
poutre,23,13
quaras,3,13
laciag,163,13
gar2in,62,13
faraoc,126,13
des2pa,157,13
gar2in,62,13
guargu,10,13
des2pa,157,13
hybapr,146,13
hybapr,146,13
cupasy,124,13
quaras,3,13
hirttr,16,13
poular,8,13
hybapr,146,13
mourmy,158,13
poular,8,13
annoac,147,13
quaras,3,13
des2pa,157,13
gar2in,62,13
cordal,44,13
alsebl,14,13
hirttr,16,13
guarsp,168,13
hassfl,96,13
hybapr,146,13
socrex,182,13
des2pa,157,13
protte,4,13
micoar,120,13
zantbe,79,13
drypst,35,13
hybapr,146,13
swars1,21,13
hybapr,146,13
gar2in,62,13
protpa,144,13
herrpu,165,13
gar2in,62,13
pri2co,19,13
picrla,159,13
pri2co,19,13
pri2co,19,13
hirttr,16,13
tab2ar,26,13
calolo,45,13
protte,4,13
gar2in,62,13
pri2co,19,13
swars2,139,13
faraoc,126,13
hirttr,16,13
hybapr,146,13
protte,4,13
oenoma,148,13
drypst,35,13
pri2co,19,13
pri2co,19,13
protpa,144,13
guargu,10,13
pri2co,19,13
drypst,35,13
calolo,45,13
drypst,35,13
protte,4,13
tachve,115,13
calolo,45,13
faraoc,126,13
faraoc,126,13
gar2in,62,13
tachve,115,13
tet2pa,25,13
poutre,23,13
hybapr,146,13
